record_id,episode_id,show_title,season,episode,source,air_date,raw_score
REC00316,BRBA-S2E2,Breaking Bad,2,2,imdb,2023-06-03,8.1
REC00317,BRBA-S2E2,Breaking Bad,2,2,rotten_tomatoes,2023-06-03,85.0
REC00318,BRBA-S2E2,Breaking Bad,2,2,metacritic,2023-06-03,92.0
REC00319,BRBA-S2E3,Breaking Bad,2,3,imdb,2018-08-24,8.6
REC00320,BRBA-S2E3,Breaking Bad,2,3,rotten_tomatoes,2018-08-24,71.0
REC00321,BRBA-S2E3,Breaking Bad,2,3,metacritic,2018-08-24,
REC00322,BRBA-S2E4,Breaking Bad,2,4,imdb,2021-03-25,8.7
REC00323,BRBA-S2E4,Breaking Bad,2,4,rotten_tomatoes,2021-03-25,89.0
REC00324,BRBA-S2E4,Breaking Bad,2,4,metacritic,2021-03-25,95.0
REC00325,BRBA-S2E5,Breaking Bad,2,5,imdb,2018-08-02,6.7
REC00326,BRBA-S2E5,Breaking Bad,2,5,rotten_tomatoes,2018-08-02,91.0
REC00327,BRBA-S2E5,Breaking Bad,2,5,metacritic,2018-08-02,93.0
REC00328,BRBA-S2E6,Breaking Bad,2,6,imdb,2020-11-22,63.0
REC00329,BRBA-S2E6,Breaking Bad,2,6,rotten_tomatoes,2020-11-22,68.0
REC00330,BRBA-S2E6,Breaking Bad,2,6,metacritic,2020-11-22,82.0
REC00331,BRBA-S2E7,Breaking Bad,2,7,imdb,2021-04-02,6.5
REC00332,BRBA-S2E7,Breaking Bad,2,7,rotten_tomatoes,2021-04-02,91.0
REC00333,BRBA-S2E7,Breaking Bad,2,7,metacritic,2021-04-02,66.0
REC00334,BRBA-S2E8,Breaking Bad,2,8,imdb,2018-05-23,8.4
REC00335,BRBA-S2E8,Breaking Bad,2,8,rotten_tomatoes,2018-05-23,68.0
REC00336,BRBA-S2E8,Breaking Bad,2,8,metacritic,2018-05-23,64.0
REC00337,BRBA-S3E1,Breaking Bad,3,1,imdb,2022-09-15,6.7
REC00338,BRBA-S3E1,Breaking Bad,3,1,rotten_tomatoes,2022-09-15,76.0
REC00339,BRBA-S3E1,Breaking Bad,3,1,metacritic,2022-09-15,86.0
REC00340,BRBA-S3E2,Breaking Bad,3,2,imdb,2020-10-15,6.8
REC00341,BRBA-S3E2,Breaking Bad,3,2,rotten_tomatoes,2020-10-15,85.0
REC00342,BRBA-S3E2,Breaking Bad,3,2,metacritic,2020-10-15,69.0
REC00343,BRBA-S3E3,Breaking Bad,3,3,imdb,2019-11-30,8.3
REC00344,BRBA-S3E3,Breaking Bad,3,3,rotten_tomatoes,2019-11-30,71.0
REC00345,BRBA-S3E3,Breaking Bad,3,3,metacritic,2019-11-30,63.0
REC00346,BRBA-S3E4,Breaking Bad,3,4,imdb,2022-06-04,6.5
REC00347,BRBA-S3E4,Breaking Bad,3,4,rotten_tomatoes,2022-06-04,57.0
REC00348,BRBA-S3E4,Breaking Bad,3,4,metacritic,2022-06-04,85.0
REC00349,BRBA-S3E5,Breaking Bad,3,5,imdb,2018-10-12,7.4
REC00350,BRBA-S3E5,Breaking Bad,3,5,rotten_tomatoes,2018-10-12,60.0
REC00351,BRBA-S3E5,Breaking Bad,3,5,metacritic,2018-10-12,93.0
REC00352,BRBA-S3E6,Breaking Bad,3,6,imdb,2021-10-16,8.3
REC00353,BRBA-S3E6,Breaking Bad,3,6,rotten_tomatoes,2021-10-16,56.0
REC00354,BRBA-S3E6,Breaking Bad,3,6,metacritic,2021-10-16,86.0
REC00355,BRBA-S3E7,Breaking Bad,3,7,imdb,2019-08-22,8.1
REC00356,BRBA-S3E7,Breaking Bad,3,7,rotten_tomatoes,2019-08-22,74.0
REC00357,BRBA-S3E7,Breaking Bad,3,7,metacritic,2019-08-22,77.0
REC00358,BRBA-S3E8,Breaking Bad,3,8,imdb,2019-09-12,9.4
REC00359,BRBA-S3E8,Breaking Bad,3,8,rotten_tomatoes,2019-09-12,71.0
REC00360,BRBA-S3E8,Breaking Bad,3,8,metacritic,2019-09-12,82.0
REC00361,PARKS-S1E1,Parks and Recreation,1,1,imdb,2023-05-16,8.2
REC00362,PARKS-S1E1,Parks and Recreation,1,1,rotten_tomatoes,2023-05-16,71.0
REC00363,PARKS-S1E1,Parks and Recreation,1,1,metacritic,2023-05-16,70.0
REC00364,PARKS-S1E2,Parks and Recreation,1,2,imdb,2018-07-22,8.6
REC00365,PARKS-S1E2,Parks and Recreation,1,2,rotten_tomatoes,2018-07-22,82.0
REC00366,PARKS-S1E2,Parks and Recreation,1,2,metacritic,2018-07-22,75.0
REC00367,PARKS-S1E3,Parks and Recreation,1,3,imdb,2020-10-30,7.8
REC00368,PARKS-S1E3,Parks and Recreation,1,3,rotten_tomatoes,2020-10-30,65.0
REC00369,PARKS-S1E3,Parks and Recreation,1,3,metacritic,2020-10-30,89.0
REC00370,PARKS-S1E4,Parks and Recreation,1,4,imdb,2019-07-26,6.1
REC00371,PARKS-S1E4,Parks and Recreation,1,4,rotten_tomatoes,2019-07-26,83.0
REC00372,PARKS-S1E4,Parks and Recreation,1,4,metacritic,2019-07-26,
REC00373,PARKS-S1E5,Parks and Recreation,1,5,imdb,2023-11-23,6.8
REC00374,PARKS-S1E5,Parks and Recreation,1,5,rotten_tomatoes,2023-11-23,80.0
REC00375,PARKS-S1E5,Parks and Recreation,1,5,metacritic,2023-11-23,80.0
REC00376,PARKS-S1E6,Parks and Recreation,1,6,imdb,2023-05-17,6.3
REC00377,PARKS-S1E6,Parks and Recreation,1,6,rotten_tomatoes,2023-05-17,76.0
REC00378,PARKS-S1E6,Parks and Recreation,1,6,metacritic,2023-05-17,62.0
REC00379,PARKS-S1E7,Parks and Recreation,1,7,imdb,2018-04-26,8.8
REC00380,PARKS-S1E7,Parks and Recreation,1,7,rotten_tomatoes,2018-04-26,69.0
REC00381,PARKS-S1E7,Parks and Recreation,1,7,metacritic,2018-04-26,69.0
REC00382,PARKS-S1E8,Parks and Recreation,1,8,imdb,2020-05-18,6.8
REC00383,PARKS-S1E8,Parks and Recreation,1,8,rotten_tomatoes,2020-05-18,57.0
REC00384,PARKS-S1E8,Parks and Recreation,1,8,metacritic,2020-05-18,63.0
REC00385,PARKS-S2E1,Parks and Recreation,2,1,imdb,2022-02-07,6.5
REC00386,PARKS-S2E1,Parks and Recreation,2,1,rotten_tomatoes,2022-02-07,82.0
REC00387,PARKS-S2E1,Parks and Recreation,2,1,metacritic,2022-02-07,91.0
REC00388,PARKS-S2E2,Parks and Recreation,2,2,imdb,2019-09-23,68.0
REC00389,PARKS-S2E2,Parks and Recreation,2,2,rotten_tomatoes,2019-09-23,60.0
REC00390,PARKS-S2E2,Parks and Recreation,2,2,metacritic,2019-09-23,78.0
REC00391,PARKS-S2E3,Parks and Recreation,2,3,imdb,2022-02-19,6.4
REC00392,PARKS-S2E3,Parks and Recreation,2,3,rotten_tomatoes,2022-02-19,72.0
REC00393,PARKS-S2E3,Parks and Recreation,2,3,metacritic,2022-02-19,88.0
REC00394,PARKS-S2E4,Parks and Recreation,2,4,imdb,2022-10-12,6.7
REC00395,PARKS-S2E4,Parks and Recreation,2,4,rotten_tomatoes,2022-10-12,85.0
REC00396,PARKS-S2E4,Parks and Recreation,2,4,metacritic,2022-10-12,78.0
REC00397,PARKS-S2E5,Parks and Recreation,2,5,imdb,2023-06-08,6.3
REC00398,PARKS-S2E5,Parks and Recreation,2,5,rotten_tomatoes,2023-06-08,65.0
REC00399,PARKS-S2E5,Parks and Recreation,2,5,metacritic,2023-06-08,81.0
REC00400,PARKS-S2E6,Parks and Recreation,2,6,imdb,2023-05-08,6.3
REC00401,PARKS-S2E6,Parks and Recreation,2,6,rotten_tomatoes,2023-05-08,64.0
REC00402,PARKS-S2E6,Parks and Recreation,2,6,metacritic,2023-05-08,80.0
REC00403,PARKS-S2E7,Parks and Recreation,2,7,imdb,2021-06-15,8.9
REC00404,PARKS-S2E7,Parks and Recreation,2,7,rotten_tomatoes,2021-06-15,77.0
REC00405,PARKS-S2E7,Parks and Recreation,2,7,metacritic,2021-06-15,84.0
REC00406,PARKS-S2E8,Parks and Recreation,2,8,imdb,2019-07-23,6.0
REC00407,PARKS-S2E8,Parks and Recreation,2,8,rotten_tomatoes,2019-07-23,68.0
REC00408,PARKS-S2E8,Parks and Recreation,2,8,metacritic,2019-07-23,69.0
REC00409,PARKS-S3E1,Parks and Recreation,3,1,imdb,2023-12-29,9.2
REC00410,PARKS-S3E1,Parks and Recreation,3,1,rotten_tomatoes,2023-12-29,70.0
REC00411,PARKS-S3E1,Parks and Recreation,3,1,metacritic,2023-12-29,89.0
REC00412,PARKS-S3E2,Parks and Recreation,3,2,imdb,2021-02-04,6.1
REC00413,PARKS-S3E2,Parks and Recreation,3,2,rotten_tomatoes,2021-02-04,76.0
REC00414,PARKS-S3E2,Parks and Recreation,3,2,metacritic,2021-02-04,93.0
REC00415,PARKS-S3E3,Parks and Recreation,3,3,imdb,2019-07-25,8.7
REC00416,PARKS-S3E3,Parks and Recreation,3,3,rotten_tomatoes,2019-07-25,80.0
REC00417,PARKS-S3E3,Parks and Recreation,3,3,metacritic,2019-07-25,63.0
REC00418,PARKS-S3E4,Parks and Recreation,3,4,imdb,2018-02-11,9.2
REC00419,PARKS-S3E4,Parks and Recreation,3,4,rotten_tomatoes,2018-02-11,58.0
REC00420,PARKS-S3E4,Parks and Recreation,3,4,metacritic,2018-02-11,96.0
REC00421,PARKS-S3E5,Parks and Recreation,3,5,imdb,2022-04-16,8.7
REC00422,PARKS-S3E5,Parks and Recreation,3,5,rotten_tomatoes,2022-04-16,86.0
REC00423,PARKS-S3E5,Parks and Recreation,3,5,metacritic,2022-04-16,78.0
REC00424,PARKS-S3E6,Parks and Recreation,3,6,imdb,2019-05-31,6.6
REC00425,PARKS-S3E6,Parks and Recreation,3,6,rotten_tomatoes,2019-05-31,70.0
REC00426,PARKS-S3E6,Parks and Recreation,3,6,metacritic,2019-05-31,84.0
REC00427,PARKS-S3E7,Parks and Recreation,3,7,imdb,2018-04-07,8.3
REC00428,PARKS-S3E7,Parks and Recreation,3,7,rotten_tomatoes,2018-04-07,72.0
REC00429,PARKS-S3E7,Parks and Recreation,3,7,metacritic,2018-04-07,89.0
REC00430,PARKS-S3E8,Parks and Recreation,3,8,imdb,2020-12-19,6.2
REC00431,PARKS-S3E8,Parks and Recreation,3,8,rotten_tomatoes,2020-12-19,67.0
REC00432,PARKS-S3E8,Parks and Recreation,3,8,metacritic,2020-12-19,59.0
REC00433,PARKS-S2E5,Parks and Recreation,2,5,imdb,2023-06-08,6.3
REC00434,B99-S2E8,Brooklyn Nine-Nine,2,8,rotten_tomatoes,2019-09-11,75.0
REC00435,BRBA-S2E8,Breaking Bad,2,8,imdb,2018-05-23,8.4
REC00436,OFC-S1E5,The Office,1,5,metacritic,2019-11-28,64.0
REC00437,B99-S3E3,Brooklyn Nine-Nine,3,3,rotten_tomatoes,2023-04-09,93.0
REC00438,PARKS-S1E6,Parks and Recreation,1,6,metacritic,2023-05-17,59.0
REC00439,GOT-S2E5,Game of Thrones,2,5,rotten_tomatoes,2021-07-26,87.0
REC00440,OFC-S3E3,The Office,3,3,imdb,2023-10-30,9.4
REC00441,GOT-S3E1,Game of Thrones,3,1,imdb,2018-04-20,10.2
REC00442,B99-S2E1,Brooklyn Nine-Nine,2,1,rotten_tomatoes,2019-05-27,84.0
REC00443,B99-S3E8,Brooklyn Nine-Nine,3,8,metacritic,2018-10-18,72.0
REC00444,BRBA-S3E8,Breaking Bad,3,8,rotten_tomatoes,2019-09-12,71.0
